NodeName,Arch,CoresPerSocket,CPUAlloc,CPUErr,CPUTot,CPULoad,AvailableFeatures,ActiveFeatures,Gres,NodeAddr,NodeHostName,Version,OS,RealMemory,AllocMem,FreeMem,Sockets,Boards,State,ThreadsPerCore,TmpDisk,Weight,Owner,MCS_label,Partitions,BootTime,SlurmdStartTime,CfgTRES,AllocTRES,CapWatts,CurrentWatts,LowestJoules,ConsumedJoules,ExtSensorsJoules,ExtSensorsWatts,ExtSensorsTemp
gpu01,x86_64,10,0,0,20,0.01,"128gb,broadwell-ep,e5-2640v4","128gb,broadwell-ep,e5-2640v4",gpu:gp100:2,gpu01,gpu01,17.02,Linux,128647,0,126873,2,1,IDLE,1,9951,1,N/A,N/A,gpu,2020-03-06T11:20:07,2020-03-06T14:56:42,"cpu=20,mem=128647M,gres/gpu=2",,n/a,26,327905,14455238,n/s,0,n/s
gpu02,x86_64,8,0,0,16,0.01,"32gb,sandybridge-ep,e5-2665","32gb,sandybridge-ep,e5-2665",gpu:k40c:2,gpu02,gpu02,17.02,Linux,31978,0,30881,2,1,IDLE,1,9951,1,N/A,N/A,gpu,2020-03-06T11:19:50,2020-03-06T14:56:44,"cpu=16,mem=31978M,gres/gpu=2",,n/a,36,89486,22178750,n/s,0,n/s
node01,x86_64,1,40,0,40,18.01,"omnipart,128gb,broadwell-ep,e5-2640v4","omnipart,128gb,broadwell-ep,e5-2640v4",(null),node01,node01,17.02,Linux,128655,0,122084,40,1,ALLOCATED,1,9951,1,rkhasseh(9917),N/A,cmsp,2019-10-17T10:18:37,2020-03-06T14:56:35,"cpu=40,mem=128655M",cpu=40,n/a,140,508775,97320117,n/s,0,n/s
node02,x86_64,1,40,0,40,18.06,"omnipart,128gb,broadwell-ep,e5-2640v4","omnipart,128gb,broadwell-ep,e5-2640v4",(null),node02,node02,17.02,Linux,128655,0,122145,40,1,ALLOCATED,1,9951,1,rkhasseh(9917),N/A,cmsp,2019-10-17T10:18:38,2020-03-06T14:56:35,"cpu=40,mem=128655M",cpu=40,n/a,133,348011,92215966,n/s,0,n/s
node03,x86_64,1,40,0,40,18.01,"omnipart,128gb,broadwell-ep,e5-2640v4","omnipart,128gb,broadwell-ep,e5-2640v4",(null),node03,node03,17.02,Linux,128655,0,123621,40,1,ALLOCATED,1,9951,1,rkhasseh(9917),N/A,cmsp,2019-10-17T14:20:53,2020-03-06T14:56:35,"cpu=40,mem=128655M",cpu=40,n/a,141,502728,96752409,n/s,0,n/s
node04,x86_64,1,40,0,40,18.01,"omnipart,128gb,broadwell-ep,e5-2640v4","omnipart,128gb,broadwell-ep,e5-2640v4",(null),node04,node04,17.02,Linux,128655,0,122150,40,1,ALLOCATED,1,9951,1,rkhasseh(9917),N/A,cmsp,2019-10-17T14:20:54,2020-03-06T14:56:35,"cpu=40,mem=128655M",cpu=40,n/a,137,299943,94608567,n/s,0,n/s
node05,x86_64,1,40,0,40,18.01,"omnipart,128gb,broadwell-ep,e5-2640v4","omnipart,128gb,broadwell-ep,e5-2640v4",(null),node05,node05,17.02,Linux,128655,0,122085,40,1,ALLOCATED,1,9951,1,rkhasseh(9917),N/A,cmsp,2019-10-17T14:20:58,2020-03-06T14:56:35,"cpu=40,mem=128655M",cpu=40,n/a,142,440425,87989436,n/s,0,n/s
node06,x86_64,1,40,0,40,18.01,"omnipart,128gb,broadwell-ep,e5-2640v4","omnipart,128gb,broadwell-ep,e5-2640v4",(null),node06,node06,17.02,Linux,128655,0,122093,40,1,ALLOCATED,1,9951,1,rkhasseh(9917),N/A,cmsp,2019-10-17T12:24:27,2020-03-06T14:56:35,"cpu=40,mem=128655M",cpu=40,n/a,131,521014,88916690,n/s,0,n/s
node07,x86_64,1,40,0,40,18.01,"omnipart,128gb,broadwell-ep,e5-2640v4","omnipart,128gb,broadwell-ep,e5-2640v4",(null),node07,node07,17.02,Linux,128655,0,122988,40,1,ALLOCATED,1,9951,1,rkhasseh(9917),N/A,cmsp,2019-10-17T12:24:28,2020-03-06T14:56:35,"cpu=40,mem=128655M",cpu=40,n/a,130,569304,87903220,n/s,0,n/s
node08,x86_64,1,40,0,40,19.96,"omnipart,128gb,broadwell-ep,e5-2640v4","omnipart,128gb,broadwell-ep,e5-2640v4",(null),node08,node08,17.02,Linux,128655,0,114060,40,1,ALLOCATED,1,9951,1,pdelcomp(8309),N/A,cmsp,2019-10-17T12:24:28,2020-03-06T14:56:35,"cpu=40,mem=128655M",cpu=40,n/a,186,451749,92212749,n/s,0,n/s
node09,x86_64,1,40,0,40,17.66,"omnipart,128gb,broadwell-ep,e5-2640v4","omnipart,128gb,broadwell-ep,e5-2640v4",(null),node09,node09,17.02,Linux,128655,0,106516,40,1,ALLOCATED,1,9951,1,emoharra(8838),N/A,cmsp,2019-10-17T14:51:30,2020-03-06T14:56:43,"cpu=40,mem=128655M",cpu=40,n/a,147,600464,86904451,n/s,0,n/s
node10,x86_64,1,40,0,40,18.07,"omnipart,128gb,broadwell-ep,e5-2640v4","omnipart,128gb,broadwell-ep,e5-2640v4",(null),node10,node10,17.02,Linux,128655,0,123239,40,1,ALLOCATED,1,9951,1,rkhasseh(9917),N/A,cmsp,2019-10-17T08:10:12,2020-03-06T14:56:36,"cpu=40,mem=128655M",cpu=40,n/a,140,716587,89520467,n/s,0,n/s
node11,x86_64,1,40,0,40,18.08,"omnipart,128gb,broadwell-ep,e5-2640v4","omnipart,128gb,broadwell-ep,e5-2640v4",(null),node11,node11,17.02,Linux,128655,0,122241,40,1,ALLOCATED,1,9951,1,rkhasseh(9917),N/A,cmsp,2019-10-17T08:10:10,2020-03-06T14:56:35,"cpu=40,mem=128655M",cpu=40,n/a,139,852963,83843963,n/s,0,n/s
node12,x86_64,1,40,0,40,15.76,"omnipart,128gb,broadwell-ep,e5-2640v4","omnipart,128gb,broadwell-ep,e5-2640v4",(null),node12,node12,17.02,Linux,128655,0,108392,40,1,ALLOCATED,1,9951,1,emoharra(8838),N/A,cmsp,2019-10-17T08:10:14,2020-03-06T14:56:35,"cpu=40,mem=128655M",cpu=40,n/a,151,453916,83850547,n/s,0,n/s
node13,x86_64,1,40,0,40,15.60,"omnipart,128gb,broadwell-ep,e5-2640v4","omnipart,128gb,broadwell-ep,e5-2640v4",(null),node13,node13,17.02,Linux,128655,0,110278,40,1,ALLOCATED,1,9951,1,emoharra(8838),N/A,cmsp,2019-10-17T11:26:20,2020-03-06T14:56:35,"cpu=40,mem=128655M",cpu=40,n/a,160,350810,92998960,n/s,0,n/s
node14,x86_64,1,40,0,40,19.93,"omnipart,128gb,broadwell-ep,e5-2640v4","omnipart,128gb,broadwell-ep,e5-2640v4",(null),node14,node14,17.02,Linux,128655,0,113958,40,1,ALLOCATED,1,9951,1,pdelcomp(8309),N/A,cmsp,2019-10-17T11:26:21,2020-03-06T14:56:35,"cpu=40,mem=128655M",cpu=40,n/a,201,393316,86051650,n/s,0,n/s
node15,x86_64,1,40,0,40,20.00,"omnipart,128gb,broadwell-ep,e5-2640v4","omnipart,128gb,broadwell-ep,e5-2640v4",(null),node15,node15,17.02,Linux,128655,0,114467,40,1,ALLOCATED,1,9951,1,pdelcomp(8309),N/A,cmsp,2019-10-17T11:26:22,2020-03-06T14:56:50,"cpu=40,mem=128655M",cpu=40,n/a,203,817670,94967974,n/s,0,n/s
node16,x86_64,1,40,0,40,15.60,"omnipart,128gb,broadwell-ep,e5-2640v4","omnipart,128gb,broadwell-ep,e5-2640v4",(null),node16,node16,17.02,Linux,128655,0,109879,40,1,ALLOCATED,1,9951,1,emoharra(8838),N/A,cmsp,2019-10-17T14:20:09,2020-03-06T14:56:36,"cpu=40,mem=128655M",cpu=40,n/a,160,705952,84869259,n/s,0,n/s
node21,x86_64,6,12,0,12,2.01,"infiniband,32gb,sandybridge-ep,e5-2620","infiniband,32gb,sandybridge-ep,e5-2620",(null),node21,node21,17.02,Linux,31905,0,30670,2,1,ALLOCATED,1,9951,1,aangelon(7048),N/A,long,2019-10-17T14:35:33,2020-03-06T14:56:34,"cpu=12,mem=31905M",cpu=12,n/a,55,198809,31452559,n/s,0,n/s
node22,x86_64,6,0,0,12,1.07,"infiniband,32gb,sandybridge-ep,e5-2620","infiniband,32gb,sandybridge-ep,e5-2620",(null),node22,node22,17.02,Linux,31905,0,30471,2,1,IDLE,1,9951,1,N/A,N/A,long,2019-10-17T14:35:38,2020-03-06T14:56:35,"cpu=12,mem=31905M",,n/a,23,72985,27602517,n/s,0,n/s
node23,x86_64,6,0,0,12,0.06,"infiniband,32gb,sandybridge-ep,e5-2620","infiniband,32gb,sandybridge-ep,e5-2620",(null),node23,node23,17.02,Linux,31905,0,30026,2,1,IDLE,1,9951,1,N/A,N/A,long,2019-10-17T14:50:51,2020-03-06T14:56:35,"cpu=12,mem=31905M",,n/a,22,99854,29826602,n/s,0,n/s
